,Company,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacturing_year
1129,Toyota,Innova Crysta 2.8,1575000.0,55000,Diesel,Automatic,1st Owner,2017
1130,Audi,A6 35 TDI,2450000.0,68000,Diesel,Automatic,1st Owner,2016
1131,Ford,Endeavour 3.2 Titanium,2875000.0,80000,Diesel,Automatic,1st Owner,2018
1132,Toyota,Innova Crysta 2.8,1945000.0,55000,Diesel,Automatic,1st Owner,2019
1133,Hyundai,EON Era Plus,229999.99999999997,67885,Petrol,Manual,1st Owner,2013
1134,Kia,Seltos HTX IVT,1650000.0,28000,Petrol,Automatic,1st Owner,2021
1135,Hyundai,EON 1.0 Era,229999.99999999997,48421,Petrol,Manual,1st Owner,2013
1136,MarutiSuzuki,Swift Dzire VXI,425000.0,49000,Petrol,Manual,1st Owner,2014
1137,Hyundai,Verna 1.6 SX,450000.0,75000,Diesel,Manual,1st Owner,2013
1138,BMW,5 Series 520d,4050000.0,55000,Diesel,Automatic,2nd Owner,2018
1139,Honda,Amaze S Option,471000.0,6357,Petrol,Manual,1st Owner,2017
1140,Hyundai,Venue SX Opt,1024000.0,24237,Diesel,Manual,1st Owner,2022
1141,Honda,Amaze E Petrol,589000.0,10282,Petrol,Manual,1st Owner,2020
1142,Toyota,Innova Crysta 2.8,1710000.0000000002,111337,Diesel,Automatic,1st Owner,2018
1143,Hyundai,Venue SX Opt,982000.0,64104,Diesel,Manual,1st Owner,2019
1144,Hyundai,Verna 1.6 CRDi,560000.0,42234,Diesel,Manual,2nd Owner,2016
1145,Audi,Q5 30 TDI,1475000.0,80000,Diesel,Automatic,3rd Owner,2015
1146,MarutiSuzuki,Ignis Sigma,501999.99999999994,2294,Petrol,Manual,1st Owner,2022
1147,MarutiSuzuki,Baleno Delta,631000.0,38736,Petrol,Manual,1st Owner,2020
1148,Hyundai,i20 Asta 1.4,381000.0,130432,Diesel,Manual,1st Owner,2014
1149,Hyundai,Venue SX Opt,1150000.0,10000,Petrol,Manual,1st Owner,2021
1150,Toyota,Fortuner 2.7 2WD,3100000.0,44000,Petrol,Automatic,2nd Owner,2019
1151,Audi,Q5 3.0 TDI,994999.9999999999,68000,Diesel,Automatic,3rd Owner,2011
1152,Hyundai,i10 Magna 1.1L,225000.0,38000,Petrol,Manual,1st Owner,2011
1153,Audi,Q5 3.0 TDI,2100000.0,35000,Diesel,Automatic,1st Owner,2015
1154,MarutiSuzuki,Swift Dzire VXI,650000.0,65000,Petrol,Manual,1st Owner,2019
1155,Mahindra,Scorpio S5,1585000.0,12001,Diesel,Manual,1st Owner,2022
1156,Hyundai,Creta 1.6 SX,1425000.0,36000,Diesel,Automatic,2nd Owner,2020
1157,Audi,Q7 45 TDI,1875000.0,43000,Diesel,Automatic,2nd Owner,2014
1158,Volvo,XC60 Inscription D5,6000000.0,7500,Diesel,Automatic,1st Owner,2020
1159,Audi,Q3 2.0 TDI,1300000.0,56500,Diesel,Automatic,1st Owner,2014
1160,Audi,A6 35 TFSI,3675000.0,30000,Petrol,Automatic,1st Owner,2018
1161,Hyundai,Verna CRDi 1.6,1000000.0,63500,Diesel,Automatic,1st Owner,2017
1162,Mercedes-Benz,C-Class Progressive C,4100000.0,26500,Diesel,Automatic,1st Owner,2019
1163,BMW,X1 xDrive 20d,2850000.0,38500,Diesel,Automatic,1st Owner,2018
1164,Mahindra,XUV500 R W10,890000.0,65000,Diesel,Manual,1st Owner,2015
1165,Honda,Amaze VX CVT,925000.0,44500,Diesel,Automatic,1st Owner,2019
1166,Hyundai,i20 Sportz Diesel,975000.0,15500,Diesel,Manual,1st Owner,2022
1167,BMW,X5 xDrive 30d,10000000.0,20500,Diesel,Automatic,1st Owner,2022
1168,Mercedes-Benz,E-Class Expression E,4400000.0,65000,Petrol,Automatic,1st Owner,2018
1169,BMW,3 Series 320d,1850000.0,64593,Diesel,Automatic,3rd Owner,2014
1170,Mercedes-Benz,E-Class E250 CDI,2200000.0,63203,Diesel,Automatic,2nd Owner,2015
1171,Toyota,Fortuner 2.8 2WD,2900000.0,60500,Diesel,Automatic,1st Owner,2017
1172,BMW,6 Series GT,6050000.0,50000,Diesel,Automatic,1st Owner,2020
1173,MarutiSuzuki,Ertiga ZDI,600000.0,43000,Diesel,Manual,2nd Owner,2014
1174,MarutiSuzuki,Alto 800 LXI,307000.0,31458,Petrol,Manual,1st Owner,2021
1175,Mercedes-Benz,GLS 350d 4MATIC,5200000.0,70000,Diesel,Automatic,2nd Owner,2016
1176,Hyundai,Elantra CRDi S,525000.0,70372,Diesel,Manual,1st Owner,2013
1177,MarutiSuzuki,Wagon R LXI,190000.0,129325,Cng,Manual,1st Owner,2012
1178,Tata,Nano Twist XT,85671.0,59290,Petrol,Manual,4th Owner,2015
1179,Mercedes-Benz,GLC 200,6100000.0,15000,Petrol,Automatic,1st Owner,2021
1180,BMW,X6 xDrive 40d,3790000.0,75000,Diesel,Automatic,2nd Owner,2015
1181,Audi,Q5 2.0 TDI,1600000.0,94002,Diesel,Automatic,2nd Owner,2014
1182,Mercedes-Benz,C-Class C 220,1190000.0,90004,Diesel,Automatic,3rd Owner,2014
1183,Toyota,Camry 2.5 Hybrid,2350000.0,47000,Petrol,Automatic,1st Owner,2017
1184,BMW,X5 xDrive 30d,2900000.0,83005,Diesel,Automatic,2nd Owner,2014
1185,Ford,Ecosport 1.5 Diesel,475000.0,62500,Diesel,Manual,1st Owner,2015
1186,Mercedes-Benz,B Class B180,1290000.0,67000,Petrol,Automatic,2nd Owner,2013
1187,Mercedes-Benz,GLE 250d,3650000.0,64000,Diesel,Automatic,1st Owner,2016
1188,MarutiSuzuki,Swift ZXI BSIV,441000.0,39889,Petrol,Manual,2nd Owner,2017
1189,Audi,A8 L 50,4200000.0,81250,Diesel,Automatic,1st Owner,2015
1190,Jaguar,F-Pace 2.0 R-Dynamic,7400000.0,9900,Diesel,Automatic,1st Owner,2021
1191,Ford,Ecosport 1.5 Diesel,525000.0,43000,Diesel,Manual,1st Owner,2016
1192,MG,Astor Sharp CVT,1725000.0,2400,Petrol,Automatic,1st Owner,2022
1193,BMW,X4 xDrive30i M,7450000.0,7600,Petrol,Automatic,1st Owner,2022
1194,Jaguar,XJ 3.0L LWB,2290000.0,79004,Diesel,Automatic,2nd Owner,2012
1195,Toyota,Corolla Altis VL,875000.0,99300,Petrol,Automatic,2nd Owner,2015
1196,Mercedes-Benz,M-Class ML 250,2190000.0,80000,Diesel,Automatic,2nd Owner,2014
1197,Mercedes-Benz,S-Class S 350,5100000.0,40000,Diesel,Automatic,1st Owner,2015
1198,LandRover,Rover Range Rover,3525000.0,87002,Diesel,Automatic,2nd Owner,2013
1199,Audi,Q5 2.0 TDI,1425000.0,94002,Diesel,Automatic,2nd Owner,2013
1200,Audi,A6 2.0 TDI,1425000.0,82005,Diesel,Automatic,2nd Owner,2013
1201,Toyota,Camry Hybrid 2.5,4090000.0,20000,Petrol,Automatic,1st Owner,2019
1202,LandRover,Rover Range Rover,3975000.0,95004,Diesel,Automatic,1st Owner,2013
1203,BMW,X1 sDrive20i xLine,2810000.0,68753,Petrol,Automatic,2nd Owner,2019
1204,Ford,Ecosport 1.5 DV5,475000.0,62500,Diesel,Manual,1st Owner,2015
1205,Jeep,Compass 2.0 Sport,1575000.0,62000,Diesel,Manual,1st Owner,2019
1206,Hyundai,Creta 1.6 CRDi,894999.9999999999,85000,Diesel,Automatic,1st Owner,2017
1207,Honda,WR-V i-DTEC VX,699000.0,58000,Diesel,Manual,1st Owner,2017
1208,MarutiSuzuki,Baleno 1.3 Zeta,620000.0,55500,Diesel,Manual,1st Owner,2018
1209,Mercedes-Benz,GLE 250d,4400000.0,49000,Diesel,Automatic,1st Owner,2017
1210,MarutiSuzuki,Baleno 1.3 Zeta,625000.0,54000,Diesel,Manual,1st Owner,2018
1211,Tata,Harrier XM,1250000.0,32500,Diesel,Manual,1st Owner,2019
1212,Tata,Harrier XM,1260000.0,33500,Diesel,Manual,1st Owner,2019
1213,Mercedes-Benz,E-Class Expression E,5800000.0,17000,Diesel,Automatic,1st Owner,2020
1214,MG,ZS EV Exclusive,2110000.0,38000,Electric,Automatic,1st Owner,2020
1215,Mercedes-Benz,C-Class Progressive C,3650000.0,16500,Petrol,Automatic,1st Owner,2018
1216,Mercedes-Benz,E-Class Exclusive E,7625000.0,2000,Diesel,Automatic,1st Owner,2022
1217,Mini,Cooper D,1889999.9999999998,29000,Diesel,Automatic,2nd Owner,2014
1218,Mercedes-Benz,C-Class Progressive C,3900000.0,24000,Diesel,Automatic,2nd Owner,2020
1219,MarutiSuzuki,Swift LXI,483000.0,37229,Petrol,Manual,1st Owner,2020
1220,BMW,X3 xDrive 20d,6000000.0,19000,Diesel,Automatic,1st Owner,2021
1221,Mahindra,XUV500 W6 2WD,430999.99999999994,90928,Diesel,Manual,1st Owner,2013
1222,Audi,A3 35 TDI,2580000.0,39000,Diesel,Automatic,1st Owner,2020
1223,MarutiSuzuki,Ertiga VXI CNG,725000.0,44000,Cng,Manual,1st Owner,2016
1224,Mercedes-Benz,C-Class Progressive C,4990000.0,12000,Petrol,Automatic,1st Owner,2021
1225,Ford,Figo Diesel Titanium,193000.0,86483,Diesel,Manual,3rd Owner,2014
1226,Honda,City Edge Edition,900000.0,20000,Petrol,Manual,1st Owner,2019
1227,Renault,Duster Petrol RxL,575000.0,49000,Petrol,Manual,2nd Owner,2017
1228,Mercedes-Benz,C-Class Progressive C,4790000.0,12000,Petrol,Automatic,1st Owner,2021
1229,Toyota,Innova Crysta 2.8,1875000.0,26000,Diesel,Automatic,1st Owner,2018
1230,Toyota,Glanza G,606000.0,40252,Petrol,Manual,1st Owner,2020
1231,MarutiSuzuki,Swift VDI BSIV,323000.0,97947,Diesel,Manual,2nd Owner,2014
1232,LandRover,Rover Range Rover,8500000.0,38000,Petrol,Automatic,1st Owner,2020
1233,Hyundai,Creta 1.6 CRDi,716000.0,150715,Diesel,Automatic,1st Owner,2015
1234,Hyundai,i10 Sportz,158000.0,102820,Petrol,Manual,1st Owner,2010
1235,Skoda,New Laura Ambiente,252999.99999999997,109403,Diesel,Automatic,3rd Owner,2012
1236,MG,Gloster Savvy 7-Str,3965000.0,11000,Diesel,Automatic,2nd Owner,2021
1237,MarutiSuzuki,Ertiga VXI AT,858000.0,37377,Petrol,Automatic,1st Owner,2019
1238,MarutiSuzuki,Swift Dzire VXI,367000.0,84728,Petrol,Manual,2nd Owner,2015
1239,Renault,Duster 85PS Diesel,324000.0,53548,Diesel,Manual,2nd Owner,2013
1240,Volvo,S90 D4 Inscription,4475000.0,20000,Diesel,Automatic,1st Owner,2018
1241,Audi,A6 2.0 TDI,1619000.0000000002,29397,Diesel,Automatic,1st Owner,2014
1242,Hyundai,Grand i10 Asta,405999.99999999994,30346,Petrol,Manual,1st Owner,2016
1243,Mahindra,XUV500 W10 1.99,1063000.0,42119,Diesel,Manual,1st Owner,2017
1244,MarutiSuzuki,Swift Dzire VDI,327000.0,120450,Diesel,Manual,2nd Owner,2014
1245,MarutiSuzuki,Swift LDI BSIV,267000.0,148393,Diesel,Manual,3rd Owner,2014
1246,MG,Hector Hybrid Sharp,1339000.0,21549,Petrol,Manual,1st Owner,2020
1247,BMW,X5 xDrive 30d,2975000.0,85000,Diesel,Automatic,2nd Owner,2015
1248,MarutiSuzuki,Vitara Brezza VDi,590000.0,90468,Diesel,Manual,1st Owner,2016
1249,Honda,Civic ZX BSIV,1556000.0,20900,Petrol,Automatic,1st Owner,2019
1250,Hyundai,Creta SX,1387000.0,19234,Petrol,Manual,1st Owner,2021
1251,Mercedes-Benz,GLC Coupe 300d,7150000.0,24900,Diesel,Automatic,1st Owner,2021
1252,Tata,Nexon 1.5 Revotorq,875000.0,73269,Diesel,Automatic,1st Owner,2018
1253,Kia,Seltos HTX Plus,1525000.0,48101,Diesel,Manual,1st Owner,2020
1254,Kia,Seltos GTX Plus,1495000.0,24001,Petrol,Manual,1st Owner,2020
1255,Jaguar,XF 2.0 Petrol,4700000.0,7500,Petrol,Automatic,1st Owner,2020
1256,Hyundai,Alcazar Platinum 7-Seater,1948999.9999999998,9701,Petrol,Manual,1st Owner,2022
1257,Tata,Harrier XZA AT,1989999.9999999998,27133,Diesel,Automatic,1st Owner,2021
1258,Renault,KWID Climber 1.0,525000.0,18270,Petrol,Automatic,1st Owner,2022
1259,Toyota,Land Cruiser VX,15800000.0,56000,Diesel,Automatic,1st Owner,2018
1260,MarutiSuzuki,Ciaz VXi,550000.0,50001,Petrol,Manual,1st Owner,2015
1261,MarutiSuzuki,Swift VXI 2018,560000.0,56681,Petrol,Manual,1st Owner,2018
1262,MarutiSuzuki,Baleno Alpha,980000.0000000001,2755,Petrol,Manual,1st Owner,2022
1263,MarutiSuzuki,Baleno 1.2 Alpha,650000.0,46201,Petrol,Manual,1st Owner,2017
1264,Mahindra,XUV500 W10 2WD,950000.0,85001,Diesel,Manual,1st Owner,2016
1265,Hyundai,Grand i10 AT,465000.00000000006,64836,Petrol,Automatic,1st Owner,2015
1266,Mercedes-Benz,C-Class C 220d,6200000.0,4000,Diesel,Automatic,1st Owner,2022
1267,Hyundai,Grand i10 Nios,690000.0,24057,Petrol,Automatic,1st Owner,2020
1268,Hyundai,Creta SX Turbo,1695000.0,49559,Petrol,Automatic,1st Owner,2020
1269,Tata,New Safari XZA,2350000.0,10289,Diesel,Automatic,1st Owner,2022
1270,Honda,City i VTEC,775000.0,64000,Petrol,Automatic,1st Owner,2016
1271,MG,Hector Smart Diesel,1450000.0,54001,Diesel,Manual,2nd Owner,2019
1272,MG,Hector Sharp DCT,1825000.0,27779,Petrol,Automatic,1st Owner,2021
1273,Skoda,Octavia 1.8 TSI,1349000.0,70000,Petrol,Automatic,1st Owner,2017
1274,Hyundai,Creta 1.4 CRDi,835000.0,70000,Diesel,Manual,1st Owner,2017
1275,Lexus,NX 300h Luxury,4800000.0,49000,Petrol,Automatic,1st Owner,2019
1276,Volkswagen,Polo 1.5 TDI,409999.99999999994,115000,Diesel,Manual,1st Owner,2016
1277,Mercedes-Benz,S-Class S 350,4775000.0,13000,Diesel,Automatic,2nd Owner,2014
1278,MarutiSuzuki,XL6 Alpha AT,1200000.0,35000,Petrol,Automatic,1st Owner,2021
1279,Kia,Seltos GTX Plus,1895000.0,3900,Petrol,Automatic,2nd Owner,2021
1280,Toyota,Corolla Altis G,894999.9999999999,63000,Petrol,Automatic,1st Owner,2014
1281,Mercedes-Benz,GLS 400d 4MATIC,11700000.0,15000,Diesel,Automatic,2nd Owner,2020
1282,Audi,A4 2.0 TDI,1149000.0,60000,Diesel,Automatic,1st Owner,2014
1283,Mercedes-Benz,C-Class C 220,1245000.0,23000,Diesel,Automatic,1st Owner,2013
1284,BMW,5 Series 530i,6600000.0,6000,Petrol,Automatic,1st Owner,2022
1285,BMW,X5 xDrive 30d,8300000.0,25000,Diesel,Automatic,1st Owner,2020
1286,Audi,Q3 2.0 TDI,1250000.0,64000,Diesel,Automatic,2nd Owner,2014
1287,Mercedes-Benz,C-Class Progressive C,3600000.0,17000,Petrol,Automatic,1st Owner,2018
1288,Renault,Duster 110PS Diesel,695000.0,40000,Diesel,Automatic,2nd Owner,2016
1289,Mahindra,Thar LX 4-Str,1875000.0,30000,Diesel,Automatic,1st Owner,2020
1290,Honda,Brio S MT,260000.0,79000,Petrol,Manual,1st Owner,2012
1291,MG,Hector Sharp DCT,1700000.0,26000,Petrol,Automatic,1st Owner,2020
1292,Honda,Amaze S Petrol,640000.0,25102,Petrol,Manual,1st Owner,2019
1293,Audi,Q7 45 TDI,4600000.0,65000,Diesel,Automatic,1st Owner,2017
1294,Volkswagen,Polo Petrol Comfortline,390000.0,35000,Petrol,Manual,1st Owner,2014
1295,Hyundai,Grand i10 Magna,340000.0,33000,Petrol,Manual,2nd Owner,2014
1296,Mercedes-Benz,GLC 300 4MATIC,4810000.0,29000,Petrol,Automatic,1st Owner,2019
1297,Mercedes-Benz,GLS 350d Grand,5950000.0,45000,Diesel,Automatic,2nd Owner,2016
1298,BMW,X3 xDrive 30i,4500000.0,25500,Petrol,Automatic,1st Owner,2018
1299,Lexus,NX 300h Luxury,4825000.0,48000,Petrol,Automatic,1st Owner,2019
1300,Toyota,Fortuner 2.8 4WD,2445000.0,100000,Diesel,Manual,1st Owner,2017
1301,BMW,5 Series 520d,4800000.0,29000,Diesel,Automatic,1st Owner,2019
1302,Nissan,Sunny XV,285000.0,83000,Petrol,Manual,1st Owner,2012
1303,Nissan,Micra XV,200000.0,57000,Petrol,Manual,1st Owner,2011
1304,Mahindra,Thar 4X4,590000.0,59000,Diesel,Manual,2nd Owner,2014
1305,Mercedes-Benz,GLE 250d,5600000.0,45000,Diesel,Automatic,1st Owner,2019
1306,LandRover,Rover Range Rover,2590000.0,69000,Diesel,Automatic,2nd Owner,2014
1307,LandRover,Rover Range Rover,2990000.0,69000,Diesel,Automatic,1st Owner,2015
1308,Mercedes-Benz,GL-Class 350 CDI,3490000.0,79000,Diesel,Automatic,3rd Owner,2015
1309,Bentley,Flying Spur W12,6890000.000000001,44000,Petrol,Automatic,1st Owner,2013
1310,Mercedes-Benz,GLC 220d 4MATIC,3890000.0,69000,Diesel,Automatic,1st Owner,2017
1311,Audi,A6 3.0 TDI,1125000.0,68000,Diesel,Automatic,2nd Owner,2013
1312,Toyota,Fortuner 2.8 2WD,3100000.0,60000,Diesel,Manual,1st Owner,2019
1313,Mercedes-Benz,C-Class C 200,825000.0,86000,Petrol,Automatic,1st Owner,2011
1314,Mitsubishi,Pajero Sport 4X2,1645000.0,39000,Diesel,Automatic,1st Owner,2017
1315,Hyundai,Grand i10 Nios,625000.0,12000,Petrol,Manual,2nd Owner,2020
1316,Honda,Amaze EX i-Vtech,360000.0,85000,Petrol,Manual,1st Owner,2014
1317,LandRover,Rover Discovery Sport,2950000.0,120000,Diesel,Automatic,1st Owner,2016
1318,MarutiSuzuki,SX4 S Cross,751000.0,90000,Diesel,Manual,1st Owner,2018
1319,Mercedes-Benz,GLS 400 4MATIC,6250000.0,80000,Petrol,Automatic,1st Owner,2017
1320,BMW,X5 xDrive 30d,5650000.0,34000,Diesel,Automatic,1st Owner,2019
1321,MarutiSuzuki,Ciaz VDi Plus,465000.00000000006,72000,Diesel,Manual,1st Owner,2015
1322,MG,Hector Plus Sharp,1900000.0,18000,Petrol,Automatic,1st Owner,2021
1323,Mercedes-Benz,C-Class Progressive C,4790000.0,11000,Petrol,Automatic,1st Owner,2021
1324,Mercedes-Benz,E-Class E250 CDI,2590000.0,60625,Diesel,Automatic,2nd Owner,2016
1325,Mercedes-Benz,A Class A180,1700000.0,68000,Petrol,Automatic,1st Owner,2017
1326,MarutiSuzuki,Baleno 1.2 CVT,525000.0,75000,Petrol,Automatic,1st Owner,2016
1327,Mercedes-Benz,S-Class S 500,4900000.0,70000,Petrol,Automatic,2nd Owner,2015
1328,Audi,Q3 2.0 TDI,1589000.0,73000,Diesel,Automatic,1st Owner,2015
1329,Mercedes-Benz,GLS 350d 4MATIC,5885000.0,65000,Diesel,Automatic,1st Owner,2017
1330,Audi,Q3 35 TDI,1750000.0,70011,Diesel,Automatic,1st Owner,2015
1331,LandRover,Rover Range Rover,19200000.0,40000,Petrol,Automatic,1st Owner,2019
1332,Toyota,Innova Crysta 2.8,1750000.0,67011,Diesel,Automatic,1st Owner,2017
1333,Skoda,Yeti Ambition 4X2,325000.0,103000,Diesel,Manual,1st Owner,2013
1334,Honda,City i-VTEC CVT,949000.0,50000,Petrol,Automatic,2nd Owner,2017
1335,Volvo,XC60 B5 Inscripition,6850000.0,7000,Petrol,Automatic,1st Owner,2022
1336,MarutiSuzuki,Swift Dzire VXI,640000.0,30000,Petrol,Manual,1st Owner,2019
1337,Ford,Endeavour Titanium Plus,3149000.0,44000,Diesel,Automatic,1st Owner,2018
1338,Mercedes-Benz,GLC 300 4MATIC,4800000.0,28500,Petrol,Automatic,1st Owner,2019
1339,Hyundai,Creta SX Opt,1975000.0,8000,Petrol,Automatic,1st Owner,2021
1340,MarutiSuzuki,Swift VDI,590000.0,60000,Diesel,Manual,1st Owner,2019
1341,Honda,City V AT,394000.0,70000,Petrol,Automatic,2nd Owner,2012
1342,MarutiSuzuki,Ignis 1.2 Alpha,434999.99999999994,80000,Petrol,Manual,1st Owner,2018
1343,BMW,X1 sDrive 20d,3000000.0,25000,Diesel,Automatic,1st Owner,2019
1344,Honda,City V MT,1050000.0,2000,Petrol,Manual,1st Owner,2022
1345,MarutiSuzuki,Alto 800 LXI,320000.0,35000,Petrol,Manual,1st Owner,2018
1346,Toyota,Innova Crysta 2.7,2000000.0,26000,Petrol,Automatic,1st Owner,2018
1347,Maserati,Ghibli Diesel BSIV,6600000.0,12000,Diesel,Automatic,1st Owner,2016
1348,Mahindra,Thar LX 4-Str,1775000.0,13001,Diesel,Automatic,1st Owner,2022
1349,Hyundai,Xcent 1.2 VTVT,475000.0,60000,Petrol,Manual,2nd Owner,2019
1350,Mercedes-Benz,C-Class C 220,2150000.0,37000,Diesel,Automatic,2nd Owner,2015
1351,Honda,Jazz 1.2 V,690000.0,27200,Petrol,Automatic,1st Owner,2017
1352,Mahindra,Thar CRDe,772000.0,46365,Diesel,Manual,1st Owner,2017
1353,MarutiSuzuki,Ciaz Alpha BSIV,872000.0000000001,82496,Petrol,Manual,1st Owner,2019
1354,Renault,Duster 110PS Diesel,651000.0,73656,Diesel,Automatic,1st Owner,2016
1355,MarutiSuzuki,Ciaz ZDi SHVS,543000.0,92530,Diesel,Manual,1st Owner,2016
1356,Mahindra,TUV 300 mHAWK100,658000.0,68364,Diesel,Manual,2nd Owner,2017
1357,Jeep,Compass 1.4 Sport,1261000.0,30224,Petrol,Manual,1st Owner,2018
1358,MarutiSuzuki,Baleno 1.2 Alpha,585000.0,88658,Petrol,Manual,1st Owner,2017
1359,MarutiSuzuki,Vitara Brezza ZXI,1053000.0,26396,Petrol,Manual,1st Owner,2020
1360,Mahindra,Thar CRDe,746000.0,60020,Diesel,Manual,1st Owner,2017
1361,MarutiSuzuki,Alto K10 2010-2014,268000.0,55107,Petrol,Manual,1st Owner,2014
1362,MarutiSuzuki,Ciaz Alpha AT,1243000.0,3925,Petrol,Automatic,1st Owner,2022
1363,MarutiSuzuki,Alto 800 LXI,323000.0,21949,Petrol,Manual,1st Owner,2017
1364,MarutiSuzuki,Swift Dzire VXI,500000.0,41899,Petrol,Manual,1st Owner,2016
1365,Nissan,Terrano XL P,725000.0,30000,Petrol,Manual,1st Owner,2018
1366,Honda,City i-VTEC V,865000.0,28000,Petrol,Manual,1st Owner,2018
1367,Volvo,XC60 D5 Inscription,6100000.0,20000,Diesel,Automatic,1st Owner,2021
1368,Mercedes-Benz,GLC 220d 4MATIC,5650000.0,24000,Diesel,Automatic,1st Owner,2020
1369,Mercedes-Benz,GLE 300d,8900000.0,13000,Diesel,Automatic,1st Owner,2021
1370,Skoda,Superb Style 1.8,2175000.0,54000,Petrol,Automatic,1st Owner,2017
1371,MarutiSuzuki,Alto K10 VXI,315000.0,30555,Petrol,Manual,1st Owner,2016
1372,MarutiSuzuki,Ciaz VDi Plus,478000.0,119878,Diesel,Manual,1st Owner,2015
1373,Hyundai,i20 1.2 Magna,243000.00000000003,84557,Petrol,Manual,1st Owner,2011
1374,MarutiSuzuki,Ciaz VDi Option,536000.0,96528,Diesel,Manual,1st Owner,2017
1375,Mahindra,XUV500 W10 1.99,1124000.0,44081,Diesel,Manual,1st Owner,2017
1376,Renault,Kiger RXT AMT,775000.0,6494,Petrol,Automatic,1st Owner,2021
1377,MarutiSuzuki,Swift VDI BSIV,340000.0,118631,Diesel,Manual,1st Owner,2014
1378,MarutiSuzuki,Alto K10 VXI,351000.0,47133,Petrol,Manual,1st Owner,2018
1379,Honda,Amaze S i-VTEC,455999.99999999994,94025,Petrol,Manual,1st Owner,2017
1380,Hyundai,i20 Magna 1.2,501999.99999999994,68841,Petrol,Manual,1st Owner,2016
1381,Hyundai,Venue SX Plus,1046000.0000000001,31952,Petrol,Automatic,1st Owner,2019
1382,Hyundai,Creta 1.6 CRDi,1130000.0,66518,Diesel,Manual,2nd Owner,2019
1383,Hyundai,Venue SX Plus,1053000.0,26684,Petrol,Automatic,2nd Owner,2019
1384,Hyundai,Creta 1.6 CRDi,790000.0,38280,Diesel,Manual,1st Owner,2015
1385,Tata,Tiago 1.2 Revotron,377000.0,96392,Petrol,Manual,1st Owner,2017
1386,MarutiSuzuki,Swift Dzire 1.2,286000.0,92613,Petrol,Manual,1st Owner,2011
1387,Mahindra,Scorpio S7 120,1178000.0,40011,Diesel,Manual,1st Owner,2018
1388,Honda,City i DTEC,533000.0,98772,Diesel,Manual,2nd Owner,2015
1389,Hyundai,i20 Asta 1.4,350000.0,38931,Diesel,Manual,1st Owner,2013
1390,MarutiSuzuki,Swift LDI BSIV,426999.99999999994,82392,Diesel,Manual,1st Owner,2017
1391,Hyundai,i20 1.4 Asta,572000.0,96805,Diesel,Manual,1st Owner,2017
1392,Mahindra,Scorpio S5 BSIV,998000.0,68307,Diesel,Manual,1st Owner,2018
1393,MarutiSuzuki,Wagon R LXI,375000.0,30404,Petrol,Manual,1st Owner,2016
1394,MarutiSuzuki,Baleno 1.2 Alpha,630000.0,36438,Petrol,Manual,2nd Owner,2018
1395,MarutiSuzuki,Swift VDI BSIV,376000.0,115206,Diesel,Manual,1st Owner,2015
1396,Mahindra,XUV500 W6 2WD,623000.0,104537,Diesel,Manual,1st Owner,2015
1397,MG,Hector Sharp DCT,1613000.0,29827,Petrol,Automatic,2nd Owner,2019
1398,BMW,3 Series Luxury,4450000.0,9200,Diesel,Automatic,1st Owner,2020
1399,Audi,Q3 35 TDI,1750000.0,39356,Diesel,Automatic,1st Owner,2015
1400,Toyota,Innova Crysta 2.8,1575000.0,55000,Diesel,Automatic,1st Owner,2017
1401,Ford,Endeavour 3.2 Titanium,2875000.0,80000,Diesel,Automatic,1st Owner,2018
1402,Toyota,Innova Crysta 2.8,1945000.0,55000,Diesel,Automatic,1st Owner,2019
1403,Mercedes-Benz,S-Class S 350,7150000.0,18000,Diesel,Automatic,1st Owner,2017
1404,MarutiSuzuki,Vitara Brezza VDi,750000.0,43000,Diesel,Automatic,1st Owner,2018
1405,Hyundai,Creta EX,1273000.0,1000,Petrol,Manual,1st Owner,2021
1406,Hyundai,EON Era Plus,229999.99999999997,67885,Petrol,Manual,1st Owner,2013
1407,Mercedes-Benz,C-Class 220 CDI,1375000.0,40000,Diesel,Automatic,1st Owner,2013
1408,Hyundai,EON 1.0 Era,229999.99999999997,48421,Petrol,Manual,1st Owner,2013
1409,Hyundai,i20 Active 1.4,650000.0,110000,Diesel,Manual,1st Owner,2018
1410,MarutiSuzuki,Swift Dzire VXI,425000.0,49000,Petrol,Manual,1st Owner,2014
1411,Hyundai,Verna 1.6 SX,450000.0,75000,Diesel,Manual,1st Owner,2013
1412,Ford,Ecosport 1.5 DV5,409999.99999999994,71000,Diesel,Manual,1st Owner,2014
1413,Chevrolet,Aveo U-VA 1.2,90000.0,78000,Petrol,Manual,2nd Owner,2009
1414,Audi,A6 35 TDI,2450000.0,68000,Diesel,Automatic,1st Owner,2016
1415,MarutiSuzuki,Ertiga ZDI,518000.0,94944,Diesel,Manual,1st Owner,2015
1416,Honda,Amaze S Option,471000.0,6357,Petrol,Manual,1st Owner,2017
1417,Hyundai,Venue SX Opt,1024000.0,24237,Diesel,Manual,1st Owner,2022
1418,Kia,Seltos HTX IVT,1650000.0,28000,Petrol,Automatic,1st Owner,2021
1419,Honda,Amaze E Petrol,589000.0,10282,Petrol,Manual,1st Owner,2020
1420,Toyota,Innova Crysta 2.8,1710000.0000000002,111337,Diesel,Automatic,1st Owner,2018
